Waste_Type,Material,Toxicity,Recyclable,Energy_Recovery,City
Plastic,HDPE,High,Yes,High,Ahmedabad
Plastic,PVC,High,No,Medium,Ahmedabad
Organic,Biodegradable,Medium,No,High,Ahmedabad
Organic,Biodegradable,High,Yes,High,Bhavnagar
Plastic,PVC,Low,No,High,Ahmedabad
Organic,Biodegradable,Low,No,High,Surat
Plastic,HDPE,Low,No,High,Surat
Paper,Office Paper,High,Yes,Low,Gandhinagar
Metal,Steel,Medium,Yes,Low,Jamnagar
Metal,Steel,Low,Yes,Low,Ahmedabad
Paper,Newspaper,Medium,Yes,Low,Vadodara
Paper,Office Paper,Low,Yes,Low,Rajkot
Plastic,PET,High,No,Low,Jamnagar
Organic,Biodegradable,High,No,High,Vadodara
Organic,Food Waste,Medium,No,Medium,Vadodara
E-Waste,Battery,Medium,Yes,Low,Jamnagar
Paper,Newspaper,Medium,Yes,Low,Vadodara
Plastic,HDPE,High,Yes,Low,Jamnagar
E-Waste,Battery,Low,No,High,Bhavnagar
Paper,Cardboard,High,Yes,Low,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Ahmedabad
Metal,Steel,Medium,Yes,Medium,Surat
Metal,Aluminium,High,Yes,High,Rajkot
E-Waste,Wires,Low,No,High,Rajkot
Organic,Food Waste,Low,No,Low,Bhavnagar
Metal,Aluminium,High,No,High,Bhavnagar
Plastic,PVC,High,No,Low,Surat
Organic,Garden Waste,Medium,Yes,Low,Jamnagar
Metal,Aluminium,High,No,High,Gandhinagar
Metal,Iron,Low,Yes,Medium,Jamnagar
Organic,Garden Waste,Medium,No,Medium,Ahmedabad
E-Waste,Circuit Board,Low,Yes,Low,Gandhinagar
Organic,Food Waste,Medium,Yes,Medium,Gandhinagar
E-Waste,Wires,Medium,Yes,Medium,Vadodara
Paper,Newspaper,High,No,Low,Vadodara
Metal,Steel,High,Yes,High,Vadodara
E-Waste,Circuit Board,Medium,No,Low,Rajkot
Plastic,HDPE,Low,Yes,Low,Surat
Organic,Biodegradable,High,Yes,Medium,Jamnagar
Metal,Steel,Low,Yes,Medium,Ahmedabad
Metal,Steel,Medium,No,High,Ahmedabad
Organic,Biodegradable,High,Yes,Medium,Jamnagar
Plastic,PVC,Medium,No,Medium,Jamnagar
Organic,Food Waste,Medium,No,High,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Gandhinagar
Plastic,PVC,High,Yes,Medium,Bhavnagar
Metal,Aluminium,High,No,Low,Surat
Plastic,PET,High,Yes,Low,Rajkot
Organic,Food Waste,Medium,No,Low,Ahmedabad
Metal,Aluminium,Medium,Yes,Low,Ahmedabad
E-Waste,Battery,Low,Yes,High,Jamnagar
Metal,Aluminium,Low,No,High,Gandhinagar
E-Waste,Wires,High,Yes,Medium,Jamnagar
E-Waste,Battery,Low,Yes,Low,Jamnagar
Plastic,PVC,Low,Yes,Medium,Ahmedabad
Metal,Steel,Low,No,Low,Gandhinagar
Metal,Steel,High,Yes,Low,Rajkot
Paper,Newspaper,Medium,Yes,High,Rajkot
Paper,Cardboard,Low,Yes,Low,Jamnagar
Paper,Cardboard,Medium,Yes,High,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Low,Jamnagar
Paper,Cardboard,High,Yes,Low,Bhavnagar
Organic,Biodegradable,High,No,Low,Gandhinagar
Metal,Steel,Medium,No,High,Surat
Organic,Food Waste,Low,No,Low,Bhavnagar
Plastic,PET,Low,No,High,Rajkot
Metal,Steel,High,Yes,High,Jamnagar
Metal,Iron,High,Yes,Low,Vadodara
Paper,Newspaper,Low,No,Low,Bhavnagar
Metal,Steel,Low,Yes,High,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Medium,Bhavnagar
Metal,Aluminium,High,No,High,Bhavnagar
E-Waste,Battery,Low,No,Medium,Surat
Organic,Garden Waste,High,Yes,Low,Jamnagar
Metal,Aluminium,Medium,No,Medium,Ahmedabad
E-Waste,Circuit Board,High,No,High,Jamnagar
Metal,Aluminium,Medium,No,Low,Bhavnagar
Organic,Garden Waste,Medium,Yes,Low,Bhavnagar
Paper,Newspaper,Low,No,Medium,Vadodara
Organic,Food Waste,High,No,High,Jamnagar
Plastic,PET,High,Yes,Medium,Bhavnagar
Organic,Biodegradable,High,No,Low,Jamnagar
E-Waste,Circuit Board,High,No,Medium,Vadodara
Plastic,HDPE,High,No,Medium,Surat
Organic,Food Waste,Medium,No,Low,Gandhinagar
Plastic,HDPE,Low,Yes,High,Ahmedabad
Metal,Steel,Low,No,High,Surat
Organic,Garden Waste,High,Yes,High,Bhavnagar
Paper,Newspaper,High,No,Low,Gandhinagar
Metal,Iron,High,No,Low,Jamnagar
Metal,Iron,Medium,No,Medium,Gandhinagar
Organic,Garden Waste,Low,No,Low,Gandhinagar
Paper,Newspaper,Low,Yes,High,Bhavnagar
Organic,Garden Waste,High,Yes,High,Surat
Paper,Cardboard,Medium,Yes,Medium,Surat
Plastic,HDPE,High,Yes,Low,Vadodara
Paper,Cardboard,Low,Yes,Medium,Vadodara
Metal,Aluminium,High,Yes,Low,Bhavnagar
Plastic,PVC,Medium,Yes,Medium,Bhavnagar
Metal,Aluminium,Medium,No,High,Bhavnagar
E-Waste,Circuit Board,Medium,No,High,Surat
Paper,Cardboard,Medium,Yes,High,Surat
E-Waste,Wires,High,No,High,Surat
E-Waste,Circuit Board,Medium,Yes,High,Surat
E-Waste,Circuit Board,Low,No,Low,Jamnagar
Metal,Aluminium,Medium,No,High,Jamnagar
Paper,Cardboard,Low,Yes,Low,Bhavnagar
Metal,Iron,Medium,No,Low,Rajkot
E-Waste,Battery,High,No,Low,Jamnagar
Plastic,PET,Medium,Yes,Low,Rajkot
Plastic,PVC,High,Yes,Low,Surat
Organic,Biodegradable,Low,Yes,High,Jamnagar
Plastic,PVC,High,No,Medium,Rajkot
Paper,Cardboard,Medium,No,High,Ahmedabad
Paper,Cardboard,Medium,No,Medium,Gandhinagar
Metal,Iron,High,Yes,Low,Surat
Organic,Food Waste,High,Yes,High,Gandhinagar
Plastic,PVC,High,Yes,Low,Bhavnagar
E-Waste,Circuit Board,Low,Yes,Low,Ahmedabad
Paper,Cardboard,Medium,No,Low,Vadodara
E-Waste,Battery,Low,Yes,Low,Ahmedabad
Organic,Biodegradable,Low,Yes,Low,Jamnagar
Metal,Aluminium,Low,Yes,High,Ahmedabad
Plastic,PVC,Low,Yes,High,Rajkot
Organic,Biodegradable,Low,No,Medium,Gandhinagar
Paper,Office Paper,High,No,Low,Bhavnagar
E-Waste,Wires,High,No,Medium,Vadodara
E-Waste,Circuit Board,High,Yes,High,Surat
Metal,Iron,Medium,Yes,High,Jamnagar
Paper,Cardboard,High,No,Low,Bhavnagar
E-Waste,Wires,Low,Yes,High,Surat
Paper,Office Paper,High,Yes,High,Rajkot
E-Waste,Battery,Low,Yes,Low,Rajkot
E-Waste,Circuit Board,High,Yes,High,Gandhinagar
Plastic,PVC,Medium,No,Low,Ahmedabad
Organic,Food Waste,Low,Yes,High,Rajkot
E-Waste,Wires,Low,No,Medium,Jamnagar
Paper,Cardboard,Low,Yes,Medium,Gandhinagar
Organic,Food Waste,High,Yes,Low,Ahmedabad
Organic,Biodegradable,Medium,Yes,High,Jamnagar
Plastic,HDPE,High,No,Medium,Surat
Organic,Food Waste,Low,Yes,Medium,Vadodara
Metal,Iron,Medium,No,High,Bhavnagar
Organic,Garden Waste,High,Yes,Medium,Jamnagar
Paper,Cardboard,High,Yes,Medium,Surat
E-Waste,Battery,Medium,Yes,High,Surat
Paper,Newspaper,Medium,Yes,Low,Rajkot
Organic,Food Waste,Low,No,Low,Surat
Metal,Steel,Medium,Yes,Medium,Jamnagar
Paper,Cardboard,Low,No,Medium,Gandhinagar
Organic,Food Waste,Medium,No,Medium,Ahmedabad
Organic,Biodegradable,Low,No,Low,Rajkot
Metal,Steel,Medium,No,Medium,Surat
Paper,Cardboard,High,Yes,High,Ahmedabad
E-Waste,Battery,High,Yes,Low,Ahmedabad
Paper,Newspaper,Medium,No,Low,Ahmedabad
Metal,Iron,Low,Yes,Low,Surat
Paper,Office Paper,Low,No,High,Surat
Paper,Newspaper,Low,No,High,Gandhinagar
Organic,Food Waste,Medium,Yes,High,Bhavnagar
Metal,Aluminium,High,No,High,Surat
Metal,Steel,Low,No,Low,Ahmedabad
Plastic,PET,Low,Yes,High,Gandhinagar
Organic,Food Waste,Low,Yes,Low,Gandhinagar
Organic,Food Waste,High,Yes,Low,Surat
Organic,Food Waste,High,Yes,High,Bhavnagar
Paper,Office Paper,Low,No,Medium,Jamnagar
Plastic,PVC,High,No,Medium,Vadodara
Metal,Iron,High,No,High,Rajkot
Paper,Cardboard,Low,Yes,Low,Bhavnagar
E-Waste,Battery,High,No,High,Jamnagar
Organic,Biodegradable,Low,No,High,Rajkot
Metal,Iron,Low,No,Medium,Surat
Metal,Aluminium,Medium,Yes,Medium,Ahmedabad
Organic,Garden Waste,High,No,Medium,Surat
E-Waste,Circuit Board,Low,No,Low,Vadodara
Plastic,PET,Medium,No,Medium,Rajkot
Paper,Newspaper,Medium,No,Low,Rajkot
Metal,Aluminium,Low,No,Medium,Ahmedabad
E-Waste,Battery,High,No,Low,Jamnagar
E-Waste,Wires,Low,Yes,Low,Vadodara
Organic,Biodegradable,High,Yes,High,Gandhinagar
E-Waste,Circuit Board,Medium,No,High,Jamnagar
Plastic,HDPE,Low,Yes,Low,Rajkot
Organic,Garden Waste,High,Yes,Low,Vadodara
Plastic,HDPE,Low,No,Medium,Gandhinagar
Plastic,PVC,Medium,Yes,Medium,Rajkot
Plastic,HDPE,Medium,No,Medium,Bhavnagar
Metal,Steel,High,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,High,Yes,High,Jamnagar
Organic,Food Waste,Medium,No,High,Vadodara
Metal,Iron,Medium,No,High,Rajkot
Plastic,HDPE,High,No,Low,Bhavnagar
Paper,Office Paper,Medium,Yes,Low,Vadodara
Plastic,PET,Medium,No,Low,Vadodara
Metal,Steel,Medium,No,Medium,Gandhinagar
Plastic,PET,Low,No,Medium,Gandhinagar
Organic,Food Waste,Low,Yes,Low,Vadodara
Plastic,PVC,Medium,No,Medium,Bhavnagar
Organic,Biodegradable,High,No,High,Gandhinagar
Metal,Aluminium,High,No,Medium,Rajkot
E-Waste,Battery,Low,No,Medium,Rajkot
Organic,Food Waste,Low,Yes,Medium,Rajkot
Paper,Cardboard,High,No,Medium,Bhavnagar
E-Waste,Wires,High,No,Medium,Ahmedabad
Organic,Garden Waste,Medium,No,High,Gandhinagar
Organic,Biodegradable,Medium,No,Medium,Rajkot
Plastic,PET,Medium,No,High,Gandhinagar
Organic,Garden Waste,Low,Yes,Low,Jamnagar
Plastic,PVC,Medium,No,High,Surat
Plastic,HDPE,Medium,No,High,Surat
Metal,Steel,Medium,Yes,High,Surat
Paper,Office Paper,High,No,Medium,Surat
Plastic,PET,Medium,Yes,High,Vadodara
Metal,Iron,Low,No,High,Surat
Paper,Office Paper,Medium,Yes,Medium,Gandhinagar
Paper,Newspaper,High,No,Medium,Gandhinagar
Metal,Aluminium,Medium,No,Low,Surat
E-Waste,Battery,Medium,Yes,Low,Gandhinagar
E-Waste,Wires,Medium,No,Medium,Surat
Paper,Office Paper,Medium,Yes,Low,Surat
Metal,Aluminium,Medium,Yes,Low,Surat
Paper,Cardboard,High,Yes,Low,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Medium,Bhavnagar
Paper,Newspaper,Low,Yes,Medium,Gandhinagar
Metal,Steel,Medium,No,High,Jamnagar
Paper,Newspaper,Medium,No,High,Bhavnagar
Organic,Food Waste,High,No,Low,Rajkot
Organic,Garden Waste,Low,Yes,High,Bhavnagar
Paper,Newspaper,Low,Yes,High,Bhavnagar
E-Waste,Battery,High,No,High,Surat
Organic,Biodegradable,High,No,High,Gandhinagar
Metal,Steel,Low,No,Medium,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Vadodara
Plastic,PET,Medium,No,Medium,Jamnagar
E-Waste,Battery,Low,No,Medium,Gandhinagar
Metal,Steel,Medium,No,Low,Ahmedabad
Paper,Newspaper,High,Yes,Low,Vadodara
Paper,Newspaper,Medium,Yes,Medium,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Medium,Jamnagar
E-Waste,Wires,Medium,No,Low,Jamnagar
Metal,Steel,High,No,Medium,Rajkot
Metal,Aluminium,High,No,Low,Bhavnagar
Paper,Office Paper,High,Yes,Medium,Ahmedabad
Plastic,HDPE,Medium,Yes,Medium,Ahmedabad
Plastic,HDPE,Low,Yes,High,Gandhinagar
E-Waste,Circuit Board,Low,No,Medium,Jamnagar
E-Waste,Wires,Medium,No,Medium,Bhavnagar
Paper,Newspaper,Medium,Yes,Medium,Jamnagar
Metal,Aluminium,High,Yes,Medium,Gandhinagar
Metal,Iron,Medium,No,Low,Ahmedabad
E-Waste,Battery,Medium,Yes,High,Vadodara
Metal,Aluminium,High,No,High,Ahmedabad
Organic,Biodegradable,High,Yes,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,Low,Vadodara
Paper,Cardboard,High,No,Low,Bhavnagar
E-Waste,Circuit Board,Low,No,High,Vadodara
Metal,Steel,Low,No,Low,Rajkot
Paper,Office Paper,Low,Yes,Medium,Ahmedabad
E-Waste,Battery,Low,Yes,High,Bhavnagar
E-Waste,Battery,Low,No,Medium,Jamnagar
Metal,Steel,Medium,No,High,Ahmedabad
Metal,Iron,High,Yes,Low,Ahmedabad
Organic,Food Waste,High,Yes,Medium,Ahmedabad
E-Waste,Circuit Board,Low,Yes,High,Jamnagar
E-Waste,Wires,Medium,Yes,High,Surat
Metal,Aluminium,Medium,No,High,Ahmedabad
Paper,Office Paper,Low,Yes,Medium,Vadodara
Plastic,HDPE,Medium,Yes,Medium,Gandhinagar
Plastic,HDPE,High,No,Low,Surat
Organic,Biodegradable,Low,Yes,Medium,Surat
Metal,Steel,Medium,Yes,Medium,Jamnagar
Organic,Garden Waste,Low,No,Low,Vadodara
Plastic,PET,High,No,High,Rajkot
Plastic,PVC,Medium,No,Low,Gandhinagar
Metal,Iron,High,Yes,High,Rajkot
Paper,Cardboard,Medium,Yes,Medium,Bhavnagar
E-Waste,Battery,Medium,Yes,Low,Bhavnagar
E-Waste,Circuit Board,Low,No,High,Bhavnagar
Paper,Newspaper,Medium,No,Low,Rajkot
Plastic,PET,Low,Yes,Medium,Gandhinagar
Organic,Food Waste,Low,No,High,Jamnagar
Paper,Cardboard,High,No,Low,Vadodara
Paper,Office Paper,Low,Yes,Medium,Rajkot
Plastic,HDPE,High,Yes,High,Gandhinagar
Paper,Office Paper,High,Yes,Low,Rajkot
Plastic,PVC,Low,Yes,High,Bhavnagar
Organic,Biodegradable,High,Yes,Medium,Gandhinagar
E-Waste,Circuit Board,Medium,No,Medium,Gandhinagar
Plastic,PET,Medium,No,Low,Jamnagar
Paper,Office Paper,Low,Yes,Medium,Surat
Organic,Biodegradable,High,No,High,Vadodara
Metal,Steel,High,No,Medium,Gandhinagar
Paper,Newspaper,Medium,Yes,High,Rajkot
Paper,Newspaper,Medium,No,Medium,Vadodara
E-Waste,Battery,Medium,Yes,High,Jamnagar
Plastic,PVC,Low,Yes,High,Ahmedabad
Paper,Office Paper,Medium,No,Medium,Rajkot
E-Waste,Battery,Low,Yes,High,Surat
Plastic,HDPE,Low,Yes,Medium,Gandhinagar
Plastic,PVC,Low,No,Low,Bhavnagar
Paper,Newspaper,High,No,Medium,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Gandhinagar
Paper,Cardboard,High,No,Medium,Rajkot
Plastic,PVC,Medium,No,Medium,Bhavnagar
Metal,Aluminium,Medium,No,Low,Rajkot
Organic,Biodegradable,Medium,Yes,High,Ahmedabad
Paper,Cardboard,Low,Yes,Low,Gandhinagar
E-Waste,Wires,Low,No,High,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Bhavnagar
Organic,Food Waste,High,No,High,Gandhinagar
Paper,Newspaper,Low,No,Medium,Gandhinagar
Organic,Food Waste,High,No,High,Surat
Metal,Aluminium,Medium,Yes,Low,Surat
Organic,Garden Waste,Medium,Yes,Low,Surat
Paper,Newspaper,High,No,Low,Bhavnagar
Metal,Iron,Medium,No,Medium,Surat
Organic,Garden Waste,Low,Yes,High,Surat
Metal,Steel,High,Yes,High,Rajkot
Metal,Iron,Low,Yes,Low,Vadodara
Paper,Cardboard,High,No,Low,Vadodara
Paper,Newspaper,Medium,Yes,Medium,Vadodara
Organic,Food Waste,High,Yes,Low,Gandhinagar
Plastic,HDPE,Medium,No,Low,Vadodara
Organic,Garden Waste,High,Yes,Low,Jamnagar
Paper,Cardboard,Low,No,Medium,Jamnagar
Plastic,PET,Low,No,High,Surat
Metal,Iron,Medium,No,High,Jamnagar
Plastic,HDPE,Medium,No,High,Vadodara
Organic,Garden Waste,Medium,Yes,Low,Gandhinagar
Metal,Steel,Low,Yes,High,Bhavnagar
E-Waste,Battery,Medium,No,Medium,Jamnagar
Metal,Steel,Medium,No,Low,Bhavnagar
Organic,Food Waste,Low,No,Medium,Ahmedabad
E-Waste,Battery,High,No,Low,Bhavnagar
Metal,Steel,Medium,No,High,Bhavnagar
Metal,Aluminium,High,Yes,High,Bhavnagar
Organic,Food Waste,Low,No,High,Vadodara
Metal,Steel,Low,No,Medium,Gandhinagar
Metal,Aluminium,High,No,Low,Vadodara
Plastic,PET,High,No,Medium,Vadodara
Plastic,HDPE,Low,Yes,High,Jamnagar
E-Waste,Wires,Low,No,Medium,Gandhinagar
Organic,Food Waste,Low,Yes,Medium,Rajkot
Paper,Newspaper,Medium,Yes,Low,Jamnagar
E-Waste,Battery,Low,Yes,Low,Rajkot
E-Waste,Circuit Board,Medium,No,Low,Jamnagar
Organic,Biodegradable,Medium,Yes,Low,Gandhinagar
Metal,Iron,High,No,Medium,Surat
Plastic,PVC,Low,No,Medium,Rajkot
Paper,Office Paper,High,Yes,High,Gandhinagar
E-Waste,Circuit Board,Low,No,High,Rajkot
Organic,Garden Waste,Medium,No,Low,Rajkot
Paper,Newspaper,Low,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,Medium,Yes,High,Bhavnagar
Plastic,PET,Low,No,Low,Bhavnagar
Organic,Food Waste,Medium,No,High,Bhavnagar
Metal,Iron,Low,Yes,Low,Bhavnagar
Metal,Steel,Medium,Yes,Medium,Rajkot
E-Waste,Battery,High,No,Low,Surat
E-Waste,Battery,Low,Yes,Low,Ahmedabad
E-Waste,Circuit Board,Low,Yes,Medium,Surat
Organic,Food Waste,Low,Yes,Low,Rajkot
Organic,Garden Waste,Medium,No,Low,Rajkot
Paper,Cardboard,Medium,No,High,Jamnagar
Organic,Biodegradable,Low,Yes,Medium,Jamnagar
Plastic,PVC,Low,Yes,Low,Rajkot
Paper,Newspaper,Medium,Yes,High,Bhavnagar
Paper,Newspaper,Medium,Yes,Medium,Jamnagar
Plastic,PVC,Low,No,Medium,Vadodara
Metal,Iron,High,Yes,High,Jamnagar
Paper,Newspaper,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,Yes,High,Bhavnagar
E-Waste,Circuit Board,Low,No,Low,Vadodara
Plastic,PVC,Low,No,High,Rajkot
Organic,Garden Waste,Low,Yes,Low,Gandhinagar
Organic,Garden Waste,High,No,High,Vadodara
Organic,Garden Waste,High,Yes,Low,Surat
Metal,Steel,Medium,No,High,Surat
Metal,Iron,High,Yes,High,Gandhinagar
Paper,Cardboard,Medium,No,Medium,Bhavnagar
Organic,Biodegradable,Medium,No,Medium,Gandhinagar
Organic,Biodegradable,Medium,No,High,Jamnagar
Plastic,HDPE,Low,No,Medium,Surat
Metal,Steel,Low,No,Medium,Jamnagar
Plastic,PVC,Medium,Yes,Medium,Ahmedabad
Organic,Biodegradable,High,Yes,Medium,Bhavnagar
Plastic,HDPE,High,Yes,Low,Bhavnagar
Metal,Iron,High,No,Low,Surat
Paper,Office Paper,Low,No,High,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Bhavnagar
Plastic,HDPE,High,No,Medium,Surat
Paper,Cardboard,High,No,Low,Rajkot
E-Waste,Circuit Board,Low,No,Medium,Bhavnagar
Paper,Office Paper,High,Yes,Medium,Jamnagar
Paper,Cardboard,High,No,High,Rajkot
Plastic,PVC,Medium,Yes,Low,Ahmedabad
Plastic,HDPE,High,No,Low,Bhavnagar
Paper,Newspaper,Low,No,Low,Jamnagar
E-Waste,Circuit Board,High,No,Medium,Rajkot
Paper,Office Paper,High,No,Medium,Surat
Metal,Iron,High,No,Low,Rajkot
E-Waste,Circuit Board,Medium,No,High,Ahmedabad
E-Waste,Battery,High,Yes,Medium,Rajkot
Plastic,HDPE,Medium,Yes,High,Rajkot
Paper,Newspaper,High,Yes,High,Rajkot
Metal,Iron,Medium,Yes,High,Rajkot
Paper,Newspaper,Low,No,Low,Jamnagar
Plastic,PET,Medium,Yes,Medium,Jamnagar
Plastic,HDPE,Low,Yes,Medium,Jamnagar
Plastic,PET,High,Yes,High,Jamnagar
Paper,Office Paper,High,No,Low,Vadodara
Metal,Aluminium,High,No,Medium,Jamnagar
Plastic,HDPE,Low,No,Low,Jamnagar
Paper,Cardboard,Medium,No,Low,Jamnagar
Organic,Garden Waste,High,No,High,Jamnagar
Metal,Aluminium,Medium,No,High,Bhavnagar
Organic,Garden Waste,High,Yes,Low,Bhavnagar
Paper,Newspaper,High,Yes,Medium,Jamnagar
Organic,Biodegradable,High,No,Medium,Bhavnagar
Paper,Cardboard,Medium,Yes,Medium,Ahmedabad
Organic,Garden Waste,High,Yes,High,Rajkot
Paper,Cardboard,High,Yes,Medium,Vadodara
Organic,Biodegradable,Medium,No,Low,Jamnagar
E-Waste,Battery,Medium,Yes,High,Surat
Paper,Newspaper,Low,No,Medium,Vadodara
E-Waste,Battery,Low,Yes,High,Gandhinagar
E-Waste,Circuit Board,High,No,Low,Jamnagar
E-Waste,Circuit Board,Medium,No,Medium,Jamnagar
E-Waste,Battery,Medium,Yes,Low,Ahmedabad
Organic,Food Waste,Low,No,Medium,Bhavnagar
Organic,Food Waste,Low,No,Low,Vadodara
E-Waste,Circuit Board,High,Yes,Low,Gandhinagar
E-Waste,Battery,High,Yes,Medium,Ahmedabad
Paper,Cardboard,Low,Yes,Low,Rajkot
Plastic,HDPE,Low,Yes,Medium,Surat
E-Waste,Wires,Medium,Yes,Medium,Gandhinagar
Plastic,HDPE,Low,Yes,High,Ahmedabad
E-Waste,Circuit Board,Medium,Yes,Low,Jamnagar
E-Waste,Battery,Low,Yes,Medium,Vadodara
Metal,Aluminium,Medium,Yes,Medium,Jamnagar
Plastic,PVC,Low,No,Medium,Ahmedabad
E-Waste,Battery,High,Yes,Low,Gandhinagar
Metal,Iron,Medium,No,Low,Ahmedabad
Plastic,PET,Medium,No,High,Surat
Paper,Newspaper,Medium,Yes,Low,Ahmedabad
Paper,Office Paper,Low,No,Low,Rajkot
Metal,Aluminium,Medium,No,Medium,Jamnagar
Metal,Aluminium,High,No,High,Surat
Paper,Office Paper,High,No,Low,Surat
Plastic,PVC,High,No,High,Surat
Plastic,HDPE,High,Yes,High,Gandhinagar
Organic,Food Waste,Medium,Yes,Low,Gandhinagar
Metal,Iron,High,No,Medium,Surat
E-Waste,Circuit Board,Low,No,Medium,Jamnagar
Paper,Office Paper,Low,Yes,Medium,Ahmedabad
Organic,Food Waste,Medium,Yes,Low,Rajkot
Paper,Newspaper,Medium,Yes,Low,Ahmedabad
E-Waste,Wires,High,Yes,High,Surat
Organic,Garden Waste,Medium,Yes,High,Vadodara
E-Waste,Wires,High,Yes,Low,Jamnagar
Paper,Office Paper,High,Yes,Low,Surat
Metal,Aluminium,High,No,Medium,Bhavnagar
Metal,Aluminium,Medium,Yes,Low,Vadodara
Plastic,PVC,Medium,No,Low,Ahmedabad
E-Waste,Battery,Low,No,Low,Rajkot
Metal,Iron,Medium,Yes,High,Gandhinagar
E-Waste,Battery,Low,No,Low,Bhavnagar
Plastic,PET,High,Yes,Low,Ahmedabad
Paper,Office Paper,Low,No,High,Surat
Metal,Aluminium,Medium,Yes,Medium,Vadodara
Metal,Aluminium,Medium,No,Medium,Bhavnagar
E-Waste,Circuit Board,High,Yes,Low,Jamnagar
Paper,Cardboard,High,Yes,Medium,Rajkot
Plastic,PVC,Medium,No,High,Bhavnagar
Paper,Office Paper,Medium,No,High,Surat
E-Waste,Battery,Medium,No,Medium,Jamnagar
Metal,Steel,Low,Yes,Low,Gandhinagar
Plastic,PET,Medium,No,Medium,Gandhinagar
Organic,Biodegradable,Low,Yes,Low,Bhavnagar
Paper,Newspaper,High,No,High,Rajkot
Paper,Cardboard,Medium,Yes,Medium,Rajkot
Plastic,HDPE,High,Yes,Low,Jamnagar
Metal,Steel,High,No,High,Vadodara
E-Waste,Circuit Board,High,No,High,Rajkot
E-Waste,Wires,Medium,No,Low,Vadodara
Paper,Newspaper,High,Yes,Medium,Jamnagar
Paper,Cardboard,Medium,Yes,Medium,Vadodara
Plastic,PVC,Low,Yes,Low,Gandhinagar
E-Waste,Circuit Board,High,No,Low,Surat
E-Waste,Wires,Medium,No,Low,Vadodara
Plastic,PET,High,No,High,Ahmedabad
Organic,Biodegradable,High,Yes,Medium,Surat
E-Waste,Battery,High,Yes,Medium,Surat
E-Waste,Circuit Board,Low,Yes,Medium,Jamnagar
Paper,Office Paper,Medium,No,Low,Surat
Paper,Cardboard,Low,Yes,High,Vadodara
Organic,Food Waste,High,No,Low,Ahmedabad
Plastic,HDPE,High,No,Medium,Ahmedabad
Plastic,PVC,Medium,Yes,High,Vadodara
Plastic,PET,Medium,Yes,High,Rajkot
Paper,Cardboard,High,No,High,Ahmedabad
Organic,Food Waste,Low,No,High,Surat
Metal,Iron,High,No,Medium,Vadodara
Plastic,PET,Low,Yes,High,Vadodara
Metal,Steel,Low,Yes,Medium,Surat
E-Waste,Battery,High,Yes,Medium,Bhavnagar
Paper,Office Paper,High,Yes,Medium,Bhavnagar
E-Waste,Wires,Medium,Yes,High,Bhavnagar
Plastic,HDPE,Low,Yes,Low,Surat
Metal,Aluminium,Low,No,Medium,Rajkot
Paper,Cardboard,Low,No,Low,Gandhinagar
Metal,Iron,Medium,No,High,Vadodara
Metal,Steel,Medium,No,High,Bhavnagar
Paper,Newspaper,High,Yes,Medium,Jamnagar
Paper,Office Paper,Low,No,Low,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Medium,Ahmedabad
Organic,Biodegradable,High,No,Medium,Surat
Metal,Iron,Medium,Yes,High,Rajkot
Paper,Cardboard,Low,Yes,Medium,Gandhinagar
E-Waste,Wires,Low,No,Medium,Bhavnagar
E-Waste,Wires,Low,Yes,Low,Bhavnagar
Metal,Iron,High,No,Low,Ahmedabad
Metal,Steel,High,No,Low,Ahmedabad
Plastic,PET,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,High,Yes,Low,Surat
Plastic,PET,Low,No,High,Jamnagar
Paper,Newspaper,Medium,Yes,Low,Surat
Paper,Cardboard,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,No,High,Rajkot
Paper,Cardboard,Medium,Yes,Low,Jamnagar
Organic,Food Waste,High,Yes,Medium,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Jamnagar
E-Waste,Circuit Board,Medium,No,High,Ahmedabad
Metal,Iron,High,No,Medium,Jamnagar
Organic,Biodegradable,Low,No,Medium,Gandhinagar
Plastic,HDPE,Medium,No,High,Gandhinagar
E-Waste,Wires,High,No,Medium,Jamnagar
Paper,Office Paper,Low,No,High,Vadodara
E-Waste,Circuit Board,Low,No,Low,Bhavnagar
Paper,Cardboard,High,Yes,Medium,Ahmedabad
Organic,Food Waste,High,No,Low,Jamnagar
Organic,Food Waste,Low,Yes,High,Jamnagar
Metal,Steel,Low,No,Low,Surat
